ID	Name	CPUPerc	MemUsage	NetIO	BlockIO
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.04%	65.43MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.00%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.90%	65.6MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.66%	65.75MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.26%	65.87MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.00%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.61%	65.22MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.17%	65.34MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.02%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.11%	65.45MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.11%	65.65MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.41%	65.85MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.19%	65.97MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.71%	65.18MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.03%	65.45MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.14%	65.6MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.92%	65.77MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.62%	65.83MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.50%	65.9MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.59%	65.98MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.62%	65.16MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.64%	65.27MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.11%	65.37MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.83%	65.47MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.45%	65.66MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.19%	65.8MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.91%	65.9MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.71%	66.11MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.44%	65.29MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.15%	65.37MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.87%	65.46MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.42%	65.64MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.79%	65.68MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.00%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.21%	65.82MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.54%	66MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.02%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.17%	65.17MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.50%	65.39MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.01%	65.49MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.26%	65.56MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.28%	65.81MiB / 15.32GiB	23.1kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.2kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.4kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.57%	65.21MiB / 15.32GiB	23.2kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.5kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19.3kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.4kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.37%	65.37MiB / 15.32GiB	23.2kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.5kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19.3kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.4kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.04%	65.5MiB / 15.32GiB	23.2kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.5kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19.3kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.4kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.83%	65.56MiB / 15.32GiB	23.2kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.5kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19.3kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.4kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.95%	65.66MiB / 15.32GiB	23.2kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.5kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19.3kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.4kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.50%	65.87MiB / 15.32GiB	23.2kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.5kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19.3kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.4kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.47%	65.95MiB / 15.32GiB	23.2kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.5kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19.3kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.4kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.15%	65.15MiB / 15.32GiB	23.2kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.5kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19.3kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.4kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.79%	65.25MiB / 15.32GiB	23.2kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.5kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19.3kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.4kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.71%	65.34MiB / 15.32GiB	23.2kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.5kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19.3kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.4kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.31%	65.53MiB / 15.32GiB	23.3kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.5kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19.3kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.4kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.22%	65.82MiB / 15.32GiB	23.3kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.5kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19.3kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.4kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.37%	65.88MiB / 15.32GiB	23.3kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.5kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19.3kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.4kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.40%	66.04MiB / 15.32GiB	23.3kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.5kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19.3kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.4kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	3.86%	66.11MiB / 15.32GiB	23.3kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.5kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.05%	107.2MiB / 15.32GiB	19.3kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.4kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	4.36%	65.34MiB / 15.32GiB	23.3kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.5kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.03%	107.2MiB / 15.32GiB	19.3kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.5kB / 0B	0B / 4.1kB
e2430b0e0bf8	company-api	2.97%	65.33MiB / 15.32GiB	23.4kB / 5.73kB	0B / 4.1kB
7233c0ad0845	terminals-api	0.01%	10.63MiB / 15.32GiB	17.6kB / 0B	0B / 4.1kB
b127668600e9	my-db	0.04%	107.2MiB / 15.32GiB	19.4kB / 2.05kB	39.4MB / 8.19kB
b3da28708862	portal-webapp	0.00%	93.05MiB / 15.32GiB	17.5kB / 0B	0B / 4.1kB
